attack_cat,sttl,ct_state_ttl,dttl,state,ackdat,proto,tcprtt,Label
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000138,1,0.000775,0
1,254,2,0,2,0.0,0,0.0,1
3,254,2,0,2,0.0,3,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000132,1,0.000667,0
0,31,0,29,1,0.000137,1,0.000649,0
0,31,0,29,1,0.000136,1,0.000745,0
0,31,0,29,1,0.000179,1,0.000822,0
0,31,0,29,1,0.000135,1,0.000623,0
1,254,2,0,2,0.0,0,0.0,1
3,254,2,0,2,0.0,72,0.0,1
0,31,0,29,1,0.000149,1,0.000617,0
5,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000129,1,0.000661,0
0,31,0,29,1,0.000143,1,0.000703,0
0,31,0,29,1,0.000128,1,0.000678,0
0,31,0,29,1,0.000156,1,0.000629,0
1,254,2,0,2,0.0,0,0.0,1
0,60,0,0,2,0.0,0,0.0,0
0,31,0,29,1,0.00011,1,0.000623,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
3,254,1,252,1,0.044092,1,0.050799,1
0,254,0,60,0,0.56082,1,2.134595,0
4,254,2,0,2,0.0,12,0.0,1
0,31,0,29,1,0.000113,1,0.000595,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,60,0,0,2,0.0,0,0.0,0
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
2,254,1,252,1,0.075613,1,0.135088,1
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000129,1,0.000634,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000136,1,0.000694,0
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
3,62,1,252,1,0.060182,1,0.092204,1
3,62,1,252,1,0.045592,1,0.052466,1
3,254,1,252,1,0.088873,1,0.237674,1
0,60,0,0,2,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
5,254,1,252,1,0.055761,1,0.084518,1
5,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000158,1,0.000759,0
0,31,0,29,1,0.000146,1,0.000684,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
5,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
0,64,0,0,2,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000186,1,0.00132,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,1,252,1,0.080028,1,0.1427,1
4,62,1,252,1,0.04559,1,0.059396,1
0,31,0,29,1,0.000214,1,0.001284,0
0,31,0,29,1,0.000126,1,0.000653,0
1,254,2,0,2,0.0,0,0.0,1
4,254,2,0,2,0.0,3,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,0,60,0,0.0,0,0.0,1
0,60,0,0,2,0.0,0,0.0,0
0,31,0,29,0,0.0,0,0.0,0
4,254,2,0,2,0.0,3,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000158,1,0.000794,0
0,31,0,29,1,0.000108,1,0.000586,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000199,1,0.001332,0
0,31,0,29,1,0.000149,1,0.000758,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000143,1,0.000627,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000122,1,0.000603,0
3,254,2,0,2,0.0,3,0.0,1
0,31,0,29,1,0.00013,1,0.000674,0
1,254,2,0,2,0.0,0,0.0,1
3,62,1,252,1,0.068205,1,0.150203,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,60,0,0,2,0.0,0,0.0,0
0,31,0,29,1,0.000156,1,0.000775,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000157,1,0.00068,0
0,31,0,29,0,0.0,0,0.0,0
3,62,1,252,1,0.046067,1,0.05339,1
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000144,1,0.000788,0
2,254,2,0,2,0.0,3,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
4,254,1,252,1,0.078939,1,0.156828,1
3,62,1,252,1,0.045125,1,0.096552,1
0,31,0,29,1,0.000192,1,0.000734,0
5,254,1,252,1,0.046469,1,0.06035,1
0,31,0,29,1,0.000126,1,0.000637,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000113,1,0.000572,0
0,31,0,29,1,0.000143,1,0.000717,0
5,254,1,252,1,0.088192,1,0.163757,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
6,254,1,252,1,0.055529,1,0.124814,1
0,31,0,29,1,0.000429,1,0.000947,0
0,32,0,29,0,0.00014,1,0.000633,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
3,62,1,252,1,0.050469,1,0.108441,1
0,31,0,29,1,0.000149,1,0.000706,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000123,1,0.000671,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
3,62,1,252,1,0.090503,1,0.198024,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000145,1,0.000701,0
0,31,0,29,0,0.0,0,0.0,0
0,60,0,0,2,0.0,0,0.0,0
7,254,2,0,2,0.0,79,0.0,1
3,254,1,252,1,0.093744,1,0.278017,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,60,0,0,2,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
5,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000179,1,0.000673,0
0,31,0,29,1,0.000135,1,0.000679,0
0,31,0,29,0,0.0,0,0.0,0
3,254,2,0,2,0.0,12,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000111,1,0.000651,0
0,31,0,29,1,0.000142,1,0.000692,0
0,31,0,29,1,0.000123,1,0.000642,0
0,31,0,29,1,0.000158,1,0.001373,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000153,1,0.000713,0
1,254,2,0,2,0.0,0,0.0,1
0,60,0,0,2,0.0,0,0.0,0
0,31,0,29,1,0.000109,1,0.000659,0
0,31,0,29,1,0.00013,1,0.000624,0
5,254,2,0,2,0.0,3,0.0,1
0,31,0,29,1,0.000117,1,0.000733,0
0,31,0,29,1,0.000129,1,0.000635,0
0,31,0,29,1,0.00012,1,0.000592,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000117,1,0.000677,0
3,62,1,252,1,0.0534,1,0.089233,1
3,62,1,252,1,0.070746,1,0.127757,1
0,31,0,29,1,0.000182,1,0.000728,0
1,254,2,0,2,0.0,0,0.0,1
0,60,0,0,2,0.0,0,0.0,0
0,31,0,29,1,0.000113,1,0.000641,0
3,254,2,0,2,0.0,45,0.0,1
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,60,0,0,2,0.0,0,0.0,0
3,254,2,0,2,0.0,3,0.0,1
0,31,0,29,1,0.000139,1,0.000602,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000139,1,0.000767,0
0,60,0,0,2,0.0,0,0.0,0
0,31,0,29,1,0.000138,1,0.000657,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000121,1,0.000646,0
0,31,0,29,1,0.000112,1,0.000661,0
0,31,0,29,1,0.000123,1,0.000678,0
0,31,0,29,1,0.000145,1,0.0008,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000147,1,0.000676,0
3,254,1,252,1,0.047844,1,0.058696,1
0,31,0,29,1,0.000133,1,0.000621,0
0,31,0,29,1,0.000379,1,0.00091,0
4,254,1,252,1,0.04767,1,0.055916,1
0,60,0,0,2,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000145,1,0.000647,0
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000159,1,0.000709,0
5,254,2,0,2,0.0,0,0.0,1
2,254,1,252,1,0.112333,1,0.18717,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000146,1,0.000691,0
0,31,0,29,1,0.000136,1,0.000671,0
3,254,2,0,2,0.0,3,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
3,62,1,252,1,0.072067,1,0.139831,1
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000142,1,0.000685,0
0,31,0,29,1,0.000137,1,0.000632,0
0,31,0,29,1,0.000123,1,0.000591,0
0,31,0,29,1,0.000793,1,0.001363,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000122,1,0.000599,0
1,254,1,252,1,0.048382,1,0.061448,1
2,254,1,252,1,0.035369,1,0.065443,1
0,31,0,29,1,0.000122,1,0.000586,0
0,31,0,29,0,0.0,0,0.0,0
3,254,2,0,2,0.0,17,0.0,1
2,254,1,252,1,0.036812,1,0.079451,1
3,254,2,0,2,0.0,9,0.0,1
3,62,1,252,1,0.060445,1,0.083631,1
1,254,2,0,2,0.0,0,0.0,1
3,254,1,252,1,0.046788,1,0.054036,1
0,31,0,29,1,0.000132,1,0.000684,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000152,1,0.000745,0
1,254,2,0,2,0.0,0,0.0,1
3,62,1,252,1,0.046897,1,0.059594,1
8,254,1,252,1,0.046213,1,0.053634,1
0,60,0,0,2,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.00012,1,0.000639,0
1,254,2,0,2,0.0,0,0.0,1
3,62,1,252,1,0.029911,1,0.059614,1
4,254,1,252,1,0.089336,1,0.16841,1
0,31,0,29,1,0.000139,1,0.000663,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.001023,1,0.001467,0
1,254,2,0,2,0.0,99,0.0,1
0,31,0,29,1,0.000139,1,0.000688,0
0,31,0,29,1,0.000127,1,0.000621,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000182,1,0.002404,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000143,1,0.000663,0
0,31,0,29,1,0.000154,1,0.002303,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000107,1,0.000667,0
0,31,0,29,1,0.000161,1,0.000786,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.00011,1,0.000627,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000146,1,0.001262,0
0,31,0,29,1,0.000143,1,0.000947,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000141,1,0.000693,0
1,254,2,0,2,0.0,0,0.0,1
4,254,2,0,2,0.0,115,0.0,1
0,31,0,29,1,0.000137,1,0.000719,0
1,254,2,0,2,0.0,0,0.0,1
3,254,2,0,2,0.0,27,0.0,1
2,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
0,254,6,0,3,0.0,1,0.0,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000136,1,0.000739,0
4,254,2,0,2,0.0,3,0.0,1
0,31,0,29,1,0.000118,1,0.000803,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
4,254,2,0,2,0.0,3,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000135,1,0.00062,0
0,31,0,29,1,0.000146,1,0.000684,0
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000136,1,0.000664,0
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,60,0,0,2,0.0,0,0.0,0
0,31,0,29,1,0.000113,1,0.000667,0
6,254,2,0,2,0.0,3,0.0,1
2,254,1,252,1,0.058698,1,0.160086,1
0,31,0,29,1,0.000147,1,0.000668,0
1,254,2,0,2,0.0,0,0.0,1
3,254,2,0,2,0.0,114,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,60,0,0,2,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
2,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000129,1,0.000708,0
0,31,0,29,1,0.000139,1,0.000627,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
4,254,2,0,2,0.0,30,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
2,254,1,252,1,0.102162,1,0.234678,1
2,254,2,0,2,0.0,101,0.0,1
7,254,2,0,2,0.0,3,0.0,1
0,31,0,29,1,0.000121,1,0.000729,0
0,31,0,29,1,0.000232,1,0.000751,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
5,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000162,1,0.000689,0
0,31,0,29,1,0.000161,1,0.0007,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
6,254,2,0,2,0.0,3,0.0,1
1,254,2,0,2,0.0,0,0.0,1
5,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000162,1,0.000742,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000164,1,0.000674,0
0,31,0,29,1,0.000138,1,0.000695,0
0,31,0,29,1,0.000145,1,0.000745,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.00014,1,0.00061,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000158,1,0.00084,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,0,0.0,0,0.0,0
5,254,1,252,1,0.076018,1,0.246631,1
0,31,0,29,1,0.000133,1,0.000638,0
0,60,0,0,2,0.0,0,0.0,0
0,31,0,29,1,0.000124,1,0.000669,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
3,62,1,252,1,0.108663,1,0.189855,1
0,31,0,29,1,0.000142,1,0.000678,0
4,254,2,0,2,0.0,51,0.0,1
3,254,2,0,2,0.0,130,0.0,1
0,60,0,0,2,0.0,0,0.0,0
0,60,0,0,2,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000113,1,0.000564,0
2,254,1,252,1,0.047086,1,0.11685,1
0,31,0,29,1,0.000124,1,0.00074,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000131,1,0.000695,0
0,31,0,29,0,0.000103,1,0.000614,0
0,60,0,0,2,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
0,60,0,0,2,0.0,0,0.0,0
2,254,1,252,1,0.196673,1,0.288237,1
4,62,1,252,1,0.022012,1,0.050851,1
4,254,2,0,2,0.0,3,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000112,1,0.000608,0
0,31,0,29,1,0.00014,1,0.000624,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
3,254,2,0,2,0.0,101,0.0,1
0,31,0,29,1,0.000128,1,0.000709,0
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
3,254,2,0,2,0.0,40,0.0,1
0,31,0,29,1,0.000103,1,0.000801,0
2,254,1,252,1,0.061826,1,0.138532,1
0,31,0,29,1,0.000241,1,0.000842,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
0,60,0,0,2,0.0,0,0.0,0
0,31,0,29,1,0.000126,1,0.000659,0
0,31,0,29,1,0.000136,1,0.000773,0
0,31,0,29,1,0.000136,1,0.000711,0
2,254,1,252,1,0.041673,1,0.092677,1
0,31,0,29,1,0.000141,1,0.000634,0
1,254,2,0,2,0.0,0,0.0,1
3,62,1,252,1,0.020231,1,0.068036,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000154,1,0.000715,0
0,31,0,29,1,0.000132,1,0.000648,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000123,1,0.00079,0
0,31,0,29,1,0.000123,1,0.000651,0
1,254,2,0,2,0.0,0,0.0,1
3,62,1,252,1,0.016245,1,0.023247,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000133,1,0.000861,0
0,31,0,29,1,0.00017,1,0.000715,0
0,31,0,29,1,0.000121,1,0.000671,0
0,31,0,29,1,0.000139,1,0.000649,0
0,31,0,29,1,0.000135,1,0.000653,0
1,254,2,0,2,0.0,0,0.0,1
3,254,1,252,1,0.034182,1,0.073102,1
0,31,0,29,1,0.000121,1,0.000634,0
0,31,0,29,1,0.000151,1,0.000969,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000154,1,0.0007,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000135,1,0.000772,0
0,31,0,29,1,0.000123,1,0.000603,0
0,31,0,29,1,0.000154,1,0.001229,0
1,254,2,0,2,0.0,0,0.0,1
1,62,1,252,1,0.043076,1,0.05999,1
0,31,0,29,0,0.0,0,0.0,0
0,29,0,31,1,0.0,1,0.0,0
1,254,2,0,2,0.0,0,0.0,1
3,62,1,252,1,0.034276,1,0.061824,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.00013,1,0.000586,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000474,1,0.000972,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000125,1,0.000718,0
0,31,0,29,1,0.000119,1,0.000645,0
2,254,1,252,1,0.078628,1,0.150223,1
1,254,2,0,2,0.0,0,0.0,1
3,254,1,252,1,0.058221,1,0.131268,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000132,1,0.000632,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000139,1,0.000904,0
1,254,1,252,1,0.023721,1,0.081558,1
0,31,0,29,1,0.000111,1,0.000709,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000127,1,0.000615,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.00013,1,0.000655,0
0,31,0,29,1,0.000135,1,0.000679,0
3,62,1,252,1,0.052069,1,0.113591,1
3,254,2,0,2,0.0,3,0.0,1
0,31,0,29,1,0.000113,1,0.000622,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,0,0.0,0,0.0,0
2,254,1,252,1,0.011615,1,0.043352,1
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000116,1,0.000614,0
0,31,0,29,1,0.000121,1,0.000656,0
0,31,0,29,1,0.000181,1,0.000832,0
0,254,0,60,1,0.84598,1,1.909434,0
0,31,0,29,1,0.000138,1,0.000689,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000123,1,0.000664,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000135,1,0.000653,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.00012,1,0.000594,0
0,31,0,29,1,0.000133,1,0.000659,0
4,254,2,0,2,0.0,13,0.0,1
3,254,2,0,2,0.0,111,0.0,1
5,254,1,252,1,0.045696,1,0.13015,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
3,254,2,0,2,0.0,18,0.0,1
0,31,0,29,1,0.000161,1,0.000762,0
0,31,0,29,1,0.000118,1,0.000575,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000128,1,0.000627,0
2,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,60,0,0,2,0.0,0,0.0,0
3,254,2,0,2,0.0,13,0.0,1
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000125,1,0.000665,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000127,1,0.000612,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000144,1,0.000701,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000147,1,0.000667,0
1,254,2,0,2,0.0,0,0.0,1
5,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000129,1,0.002206,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000117,1,0.000747,0
0,62,1,252,1,0.078215,1,0.191345,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000157,1,0.000757,0
0,31,0,29,1,0.000136,1,0.000678,0
0,31,0,29,1,0.000126,1,0.000699,0
7,254,2,0,2,0.0,3,0.0,1
1,254,2,0,2,0.0,0,0.0,1
3,62,1,252,1,0.102231,1,0.248545,1
3,62,1,252,1,0.033559,1,0.073011,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000111,1,0.000557,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.00017,1,0.000774,0
2,254,1,252,1,0.133319,1,0.220272,1
0,31,0,29,1,0.000133,1,0.000699,0
3,62,1,252,1,0.030768,1,0.038079,1
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000125,1,0.000694,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000115,1,0.000612,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000139,1,0.000661,0
0,31,0,29,1,0.00015,1,0.00086,0
0,31,0,29,1,0.000125,1,0.000653,0
0,31,0,29,1,0.000136,1,0.000672,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000146,1,0.000673,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000152,1,0.000771,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000154,1,0.000725,0
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
3,62,1,252,1,0.060458,1,0.089885,1
4,254,1,252,1,0.060079,1,0.092243,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000116,1,0.0006,0
0,31,0,29,1,0.000163,1,0.000794,0
0,31,0,29,1,0.000147,1,0.000726,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
2,254,1,252,1,0.050544,1,0.102444,1
0,31,0,29,1,0.000118,1,0.000556,0
0,31,0,29,1,0.000138,1,0.0007,0
0,60,0,0,2,0.0,0,0.0,0
0,31,0,29,1,0.000139,1,0.00069,0
0,31,0,29,1,0.000145,1,0.000758,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000167,1,0.000743,0
0,31,0,29,1,0.000132,1,0.000729,0
3,254,2,0,2,0.0,3,0.0,1
0,31,0,29,1,0.000149,1,0.000663,0
7,62,1,252,1,0.053396,1,0.129755,1
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,0,0.0,0,0.0,0
3,254,2,0,2,0.0,3,0.0,1
